server_header,status_code,has_waf_cookie,content_length,waf_detected,predicted_framework
Sucuri/Cloudproxy,500,1,14260,Sucuri,Laravel
nginx/1.18.0,301,1,42462,ModSecurity,Vue
Sucuri/Cloudproxy,403,1,28254,Sucuri,ASP.NET
Incapsula,302,1,16846,Imperva,Node.js
cloudflare-nginx,403,1,10892,Cloudflare,Spring_Boot
AmazonS3,302,1,16358,AWS_WAF,WordPress
Incapsula,301,1,44127,Imperva,Node.js
AWS,403,1,11331,AWS_WAF,Node.js
BIG-IP,302,1,32589,F5_BIG_IP,ASP.NET
Incapsula,302,1,21337,Imperva,React
BIG-IP,403,1,5341,F5_BIG_IP,Spring_Boot
Sucuri/Cloudproxy,403,1,35509,Sucuri,WordPress
nginx/1.18.0,301,0,37739,None,WordPress
Apache/2.4.41 (Ubuntu),500,1,31783,ModSecurity,React
LiteSpeed,302,1,7676,None,Django
cloudflare,302,1,7376,Cloudflare,Node.js
BigIP,403,1,9039,F5_BIG_IP,Laravel
Incapsula,403,1,4580,Imperva,Laravel
nginx/1.18.0,403,1,39758,ModSecurity,Django
AWS,403,1,14921,AWS_WAF,Node.js
nginx/1.18.0,302,1,5323,ModSecurity,Vue
AWS,404,1,28681,AWS_WAF,ASP.NET
nginx/1.18.0,500,1,29692,ModSecurity,WordPress
Sucuri/Cloudproxy,403,1,36381,Sucuri,Vue
Sucuri/Cloudproxy,403,1,43566,Sucuri,Laravel
Apache/2.4.41 (Ubuntu),200,1,27332,ModSecurity,Spring_Boot
cloudflare,403,1,40132,Cloudflare,Unknown
Sucuri/Cloudproxy,403,1,7132,Sucuri,WordPress
Sucuri/Cloudproxy,200,1,27536,Sucuri,Django
Incapsula,301,1,39430,Imperva,Vue
nginx/1.18.0,302,0,49632,None,Node.js
Apache/2.4.41,302,0,39958,None,Vue
Sucuri/Cloudproxy,301,1,6295,Sucuri,ASP.NET
CloudFront,500,1,41935,AWS_WAF,Vue
cloudflare-nginx,403,1,15778,Cloudflare,ASP.NET
cloudflare,403,1,15178,Cloudflare,React
Apache/2.4.41,500,0,22163,None,Django
Incapsula,500,1,9122,Imperva,ASP.NET
LiteSpeed,404,1,37204,None,Node.js
CloudFront,302,1,40718,AWS_WAF,Vue
Apache/2.4.41 (Ubuntu),200,1,13960,ModSecurity,Spring_Boot
BIG-IP,302,1,47752,F5_BIG_IP,Unknown
Sucuri/Cloudproxy,404,1,48514,Sucuri,Node.js
Microsoft-IIS/10.0,200,1,4700,None,Node.js
LiteSpeed,404,0,31665,None,ASP.NET
Sucuri/Cloudproxy,403,1,6913,Sucuri,WordPress
LiteSpeed,404,1,40544,None,Spring_Boot
Incapsula,500,1,24227,Imperva,ASP.NET
nginx/1.18.0,302,1,4772,None,ASP.NET
LiteSpeed,500,0,37210,None,Express
Incapsula,302,1,24102,Imperva,WordPress
nginx/1.18.0,302,1,9004,ModSecurity,Express
Sucuri/Cloudproxy,403,1,22204,Sucuri,Spring_Boot
Incapsula,404,1,7027,Imperva,Express
Sucuri/Cloudproxy,403,1,48644,Sucuri,Unknown
Incapsula,200,1,38336,Imperva,React
BigIP,302,1,13344,F5_BIG_IP,Spring_Boot
BigIP,200,1,49215,F5_BIG_IP,Node.js
nginx/1.18.0,200,0,48440,None,Django
nginx/1.18.0,200,1,41458,None,React
nginx/1.18.0,500,1,36381,ModSecurity,Express
cloudflare,302,1,9510,Cloudflare,Unknown
AmazonS3,500,1,47666,AWS_WAF,Node.js
cloudflare-nginx,403,1,49017,Cloudflare,Laravel
CloudFront,403,1,30687,AWS_WAF,WordPress
CloudFront,302,1,46110,AWS_WAF,Spring_Boot
BIG-IP,200,1,8231,F5_BIG_IP,ASP.NET
nginx/1.18.0,404,1,46273,ModSecurity,Laravel
Incapsula,301,1,40774,Imperva,Node.js
Sucuri/Cloudproxy,500,1,1372,Sucuri,React
LiteSpeed,302,0,47019,None,Vue
BigIP,301,1,943,F5_BIG_IP,Express
AWS,200,1,31529,AWS_WAF,WordPress
CloudFront,301,1,23786,AWS_WAF,Node.js
Sucuri/Cloudproxy,403,1,48623,Sucuri,Spring_Boot
Apache/2.4.41 (Ubuntu),500,1,28555,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,403,1,44444,Sucuri,ASP.NET
cloudflare,302,1,42865,Cloudflare,Laravel
Incapsula,404,1,36764,Imperva,Django
nginx/1.18.0,404,1,19164,None,Spring_Boot
BigIP,403,1,11391,F5_BIG_IP,Laravel
cloudflare,403,1,40354,Cloudflare,React
nginx/1.18.0,403,1,46294,ModSecurity,WordPress
Apache/2.4.41,200,0,43884,None,Django
Apache/2.4.41,500,0,48657,None,Django
AmazonS3,403,1,49975,AWS_WAF,React
Microsoft-IIS/10.0,302,1,32558,None,Express
Apache/2.4.41 (Ubuntu),301,1,3340,ModSecurity,React
Incapsula,500,1,5352,Imperva,Django
AWS,200,1,46228,AWS_WAF,Laravel
AmazonS3,404,1,42364,AWS_WAF,Laravel
cloudflare-nginx,403,1,19279,Cloudflare,Spring_Boot
Apache/2.4.41 (Ubuntu),200,1,26705,ModSecurity,Express
cloudflare-nginx,403,1,413,Cloudflare,Express
Apache/2.4.41 (Ubuntu),200,1,20241,ModSecurity,Express
Apache/2.4.41 (Ubuntu),403,1,26265,ModSecurity,React
cloudflare-nginx,403,1,41696,Cloudflare,Spring_Boot
AWS,200,1,45592,AWS_WAF,Spring_Boot
BIG-IP,200,1,45965,F5_BIG_IP,Laravel
Sucuri/Cloudproxy,301,1,4217,Sucuri,React
nginx/1.18.0,301,1,876,ModSecurity,ASP.NET
Microsoft-IIS/10.0,302,0,42626,None,Spring_Boot
Incapsula,403,1,12138,Imperva,ASP.NET
Incapsula,403,1,14424,Imperva,Spring_Boot
CloudFront,302,1,48567,AWS_WAF,Django
LiteSpeed,301,0,35011,None,Spring_Boot
Incapsula,301,1,9156,Imperva,ASP.NET
cloudflare-nginx,403,1,34342,Cloudflare,Vue
nginx/1.18.0,200,0,26606,None,Laravel
CloudFront,302,1,9726,AWS_WAF,Django
cloudflare-nginx,200,1,1023,Cloudflare,Vue
Incapsula,301,1,4210,Imperva,Vue
LiteSpeed,302,0,15172,None,WordPress
Incapsula,301,1,8859,Imperva,Unknown
cloudflare,301,1,38627,Cloudflare,Vue
Incapsula,403,1,20239,Imperva,WordPress
Sucuri/Cloudproxy,403,1,45681,Sucuri,Express
BIG-IP,403,1,701,F5_BIG_IP,WordPress
nginx/1.18.0,301,1,11028,ModSecurity,Laravel
Sucuri/Cloudproxy,302,1,16756,Sucuri,Node.js
Apache/2.4.41 (Ubuntu),500,1,20444,ModSecurity,Unknown
Incapsula,403,1,49129,Imperva,Django
cloudflare-nginx,302,1,37512,Cloudflare,WordPress
CloudFront,404,1,28788,AWS_WAF,Unknown
Apache/2.4.41 (Ubuntu),200,1,15986,ModSecurity,React
AmazonS3,403,1,38131,AWS_WAF,Spring_Boot
AWS,403,1,4294,AWS_WAF,Spring_Boot
AWS,403,1,34770,AWS_WAF,WordPress
nginx/1.18.0,500,1,309,ModSecurity,Unknown
BigIP,403,1,33106,F5_BIG_IP,WordPress
cloudflare-nginx,403,1,10476,Cloudflare,Unknown
Incapsula,403,1,39007,Imperva,Unknown
Incapsula,403,1,24633,Imperva,React
Apache/2.4.41,500,0,31160,None,Spring_Boot
Apache/2.4.41 (Ubuntu),200,1,42702,ModSecurity,Express
nginx/1.18.0,404,0,18878,None,Django
BIG-IP,403,1,49040,F5_BIG_IP,Spring_Boot
Sucuri/Cloudproxy,403,1,27483,Sucuri,Django
Apache/2.4.41,500,0,18868,None,Vue
Sucuri/Cloudproxy,404,1,4782,Sucuri,Django
Incapsula,500,1,34078,Imperva,Laravel
BIG-IP,301,1,14289,F5_BIG_IP,Unknown
LiteSpeed,500,0,38222,None,Unknown
BIG-IP,403,1,23104,F5_BIG_IP,WordPress
cloudflare-nginx,403,1,39303,Cloudflare,Spring_Boot
Incapsula,500,1,45467,Imperva,Django
Microsoft-IIS/10.0,500,1,41725,None,React
Incapsula,403,1,34050,Imperva,Spring_Boot
Microsoft-IIS/10.0,200,0,47489,None,Express
cloudflare,403,1,11746,Cloudflare,WordPress
cloudflare,302,1,11194,Cloudflare,React
AWS,200,1,22581,AWS_WAF,Node.js
Incapsula,301,1,24331,Imperva,ASP.NET
cloudflare-nginx,301,1,47182,Cloudflare,React
cloudflare,200,1,1965,Cloudflare,WordPress
Microsoft-IIS/10.0,404,0,26341,None,ASP.NET
nginx/1.18.0,301,0,21356,None,WordPress
nginx/1.18.0,404,0,45355,None,Express
BIG-IP,200,1,22127,F5_BIG_IP,WordPress
Incapsula,301,1,36860,Imperva,Spring_Boot
Sucuri/Cloudproxy,403,1,46995,Sucuri,Laravel
Apache/2.4.41,200,0,18677,None,React
Incapsula,500,1,45702,Imperva,ASP.NET
cloudflare-nginx,500,1,23408,Cloudflare,Vue
Microsoft-IIS/10.0,302,0,324,None,WordPress
Sucuri/Cloudproxy,403,1,27522,Sucuri,Unknown
Incapsula,500,1,13804,Imperva,Spring_Boot
Incapsula,403,1,3309,Imperva,WordPress
cloudflare-nginx,404,1,40274,Cloudflare,Node.js
AmazonS3,302,1,3683,AWS_WAF,Express
Incapsula,403,1,6220,Imperva,Express
Incapsula,200,1,29023,Imperva,ASP.NET
BigIP,302,1,38463,F5_BIG_IP,WordPress
BIG-IP,403,1,31717,F5_BIG_IP,Express
Incapsula,403,1,43694,Imperva,Laravel
cloudflare,404,1,3944,Cloudflare,Unknown
AWS,404,1,35477,AWS_WAF,Node.js
cloudflare,301,1,31344,Cloudflare,Django
Incapsula,403,1,1796,Imperva,Node.js
BIG-IP,403,1,2211,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,403,1,44740,Sucuri,Spring_Boot
AWS,404,1,43662,AWS_WAF,Unknown
Incapsula,301,1,23726,Imperva,Node.js
AWS,404,1,46262,AWS_WAF,ASP.NET
BigIP,301,1,6761,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,403,1,1228,Sucuri,Express
cloudflare,403,1,22597,Cloudflare,ASP.NET
nginx/1.18.0,500,0,681,None,Express
cloudflare-nginx,404,1,11484,Cloudflare,Express
cloudflare,403,1,28589,Cloudflare,Django
Incapsula,403,1,46299,Imperva,Unknown
Apache/2.4.41 (Ubuntu),403,1,30100,ModSecurity,React
BigIP,500,1,48421,F5_BIG_IP,WordPress
Apache/2.4.41 (Ubuntu),403,1,4481,ModSecurity,Express
CloudFront,403,1,11440,AWS_WAF,Express
Sucuri/Cloudproxy,404,1,32486,Sucuri,Node.js
Incapsula,302,1,42620,Imperva,React
BigIP,403,1,33732,F5_BIG_IP,Vue
Microsoft-IIS/10.0,200,0,19154,None,ASP.NET
Incapsula,500,1,13492,Imperva,ASP.NET
Sucuri/Cloudproxy,301,1,46119,Sucuri,Vue
Incapsula,403,1,29740,Imperva,React
nginx/1.18.0,403,1,27723,ModSecurity,Spring_Boot
LiteSpeed,404,1,46703,None,Express
CloudFront,200,1,7673,AWS_WAF,React
BigIP,404,1,49028,F5_BIG_IP,Express
AmazonS3,500,1,32188,AWS_WAF,Unknown
Sucuri/Cloudproxy,302,1,31290,Sucuri,WordPress
AmazonS3,301,1,47889,AWS_WAF,Node.js
Microsoft-IIS/10.0,500,0,42193,None,Vue
Sucuri/Cloudproxy,403,1,15610,Sucuri,WordPress
Incapsula,403,1,47739,Imperva,React
Apache/2.4.41,404,0,26165,None,Express
cloudflare,302,1,25249,Cloudflare,Laravel
BigIP,403,1,37281,F5_BIG_IP,React
Apache/2.4.41 (Ubuntu),403,1,43853,ModSecurity,React
AWS,302,1,4286,AWS_WAF,Django
cloudflare-nginx,403,1,14168,Cloudflare,Spring_Boot
BIG-IP,301,1,1531,F5_BIG_IP,Laravel
BIG-IP,403,1,24327,F5_BIG_IP,Vue
BigIP,403,1,14619,F5_BIG_IP,WordPress
nginx/1.18.0,200,1,35919,None,Node.js
AWS,403,1,16923,AWS_WAF,Laravel
Apache/2.4.41 (Ubuntu),403,1,37848,ModSecurity,Laravel
Incapsula,301,1,34017,Imperva,Laravel
Incapsula,403,1,38108,Imperva,Express
Sucuri/Cloudproxy,403,1,44797,Sucuri,Express
Incapsula,403,1,36068,Imperva,Vue
CloudFront,200,1,49600,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),403,1,43119,ModSecurity,Node.js
Sucuri/Cloudproxy,403,1,48337,Sucuri,Vue
Incapsula,403,1,42439,Imperva,Express
Incapsula,200,1,33304,Imperva,ASP.NET
Apache/2.4.41 (Ubuntu),302,1,47578,ModSecurity,WordPress
Apache/2.4.41,302,1,24657,None,React
Sucuri/Cloudproxy,403,1,49590,Sucuri,Django
cloudflare-nginx,403,1,236,Cloudflare,Unknown
cloudflare-nginx,404,1,26961,Cloudflare,React
Sucuri/Cloudproxy,403,1,35025,Sucuri,Node.js
Incapsula,500,1,39859,Imperva,Node.js
Microsoft-IIS/10.0,200,1,18066,None,Unknown
BigIP,403,1,8237,F5_BIG_IP,ASP.NET
BigIP,404,1,13534,F5_BIG_IP,WordPress
cloudflare,403,1,2484,Cloudflare,Vue
Sucuri/Cloudproxy,500,1,7907,Sucuri,Vue
BIG-IP,403,1,2718,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,500,1,37136,Sucuri,Django
AWS,403,1,11571,AWS_WAF,Unknown
Apache/2.4.41,301,0,19519,None,WordPress
cloudflare-nginx,302,1,39840,Cloudflare,Django
BIG-IP,403,1,44653,F5_BIG_IP,Django
Sucuri/Cloudproxy,301,1,3143,Sucuri,ASP.NET
BigIP,403,1,41346,F5_BIG_IP,React
Sucuri/Cloudproxy,403,1,9201,Sucuri,React
Sucuri/Cloudproxy,404,1,32373,Sucuri,Spring_Boot
LiteSpeed,500,0,10425,None,React
LiteSpeed,302,0,30506,None,Laravel
cloudflare,200,1,17996,Cloudflare,Laravel
cloudflare-nginx,200,1,30186,Cloudflare,WordPress
Sucuri/Cloudproxy,404,1,29769,Sucuri,Vue
nginx/1.18.0,403,1,33464,ModSecurity,Express
AWS,200,1,17873,AWS_WAF,Express
Incapsula,403,1,49858,Imperva,React
nginx/1.18.0,200,0,47581,None,React
Sucuri/Cloudproxy,302,1,34842,Sucuri,Vue
Sucuri/Cloudproxy,302,1,7752,Sucuri,Node.js
Incapsula,404,1,38176,Imperva,React
Sucuri/Cloudproxy,302,1,44919,Sucuri,React
CloudFront,301,1,5845,AWS_WAF,Django
BIG-IP,200,1,5214,F5_BIG_IP,ASP.NET
Sucuri/Cloudproxy,500,1,28682,Sucuri,Spring_Boot
BigIP,500,1,40806,F5_BIG_IP,Unknown
nginx/1.18.0,403,1,5455,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,302,1,6353,Sucuri,Node.js
nginx/1.18.0,403,1,35177,ModSecurity,Django
nginx/1.18.0,403,1,39764,ModSecurity,Unknown
Incapsula,403,1,7087,Imperva,Django
Incapsula,500,1,23901,Imperva,Unknown
Incapsula,403,1,7613,Imperva,Express
cloudflare-nginx,404,1,45088,Cloudflare,React
nginx/1.18.0,500,1,721,ModSecurity,Laravel
Sucuri/Cloudproxy,301,1,29050,Sucuri,Express
nginx/1.18.0,403,1,18934,ModSecurity,Vue
cloudflare,500,1,26418,Cloudflare,React
BIG-IP,404,1,43147,F5_BIG_IP,WordPress
nginx/1.18.0,404,1,345,ModSecurity,Vue
BigIP,403,1,195,F5_BIG_IP,Django
cloudflare,301,1,420,Cloudflare,Spring_Boot
cloudflare,403,1,43786,Cloudflare,ASP.NET
BigIP,302,1,4764,F5_BIG_IP,Spring_Boot
Microsoft-IIS/10.0,301,1,37126,None,ASP.NET
Sucuri/Cloudproxy,200,1,1994,Sucuri,ASP.NET
Apache/2.4.41 (Ubuntu),200,1,11362,ModSecurity,WordPress
Apache/2.4.41,302,0,38225,None,Vue
Incapsula,500,1,18913,Imperva,WordPress
nginx/1.18.0,403,1,19369,ModSecurity,Express
AmazonS3,403,1,47348,AWS_WAF,WordPress
Incapsula,500,1,1211,Imperva,Vue
CloudFront,301,1,36827,AWS_WAF,Vue
Apache/2.4.41 (Ubuntu),403,1,16627,ModSecurity,React
Incapsula,403,1,15758,Imperva,Node.js
BigIP,301,1,25694,F5_BIG_IP,Express
nginx/1.18.0,500,1,13244,None,Laravel
Sucuri/Cloudproxy,200,1,253,Sucuri,ASP.NET
CloudFront,500,1,635,AWS_WAF,React
AWS,302,1,42696,AWS_WAF,Vue
BigIP,403,1,36211,F5_BIG_IP,Vue
BigIP,301,1,26798,F5_BIG_IP,Express
BIG-IP,200,1,7549,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,403,1,4352,Sucuri,Laravel
cloudflare-nginx,403,1,32503,Cloudflare,Unknown
Incapsula,200,1,40738,Imperva,ASP.NET
BIG-IP,200,1,6884,F5_BIG_IP,Django
Incapsula,301,1,32267,Imperva,Laravel
cloudflare,302,1,41295,Cloudflare,Spring_Boot
cloudflare,404,1,43139,Cloudflare,Unknown
BigIP,403,1,35564,F5_BIG_IP,Vue
cloudflare-nginx,200,1,36969,Cloudflare,Node.js
Sucuri/Cloudproxy,302,1,42674,Sucuri,Laravel
AWS,403,1,38519,AWS_WAF,Spring_Boot
nginx/1.18.0,403,1,47189,ModSecurity,Spring_Boot
AWS,404,1,3925,AWS_WAF,ASP.NET
BIG-IP,301,1,31566,F5_BIG_IP,Django
BIG-IP,403,1,1500,F5_BIG_IP,React
nginx/1.18.0,403,1,40993,ModSecurity,WordPress
cloudflare-nginx,500,1,2000,Cloudflare,ASP.NET
Sucuri/Cloudproxy,302,1,23622,Sucuri,WordPress
cloudflare,500,1,11595,Cloudflare,Unknown
Incapsula,301,1,26863,Imperva,Unknown
AWS,302,1,15221,AWS_WAF,Vue
Apache/2.4.41 (Ubuntu),200,1,47323,ModSecurity,Spring_Boot
cloudflare,403,1,28377,Cloudflare,Laravel
CloudFront,403,1,28298,AWS_WAF,WordPress
AWS,404,1,41901,AWS_WAF,Node.js
cloudflare-nginx,403,1,43314,Cloudflare,Django
LiteSpeed,404,0,13352,None,Express
BigIP,302,1,26196,F5_BIG_IP,Vue
nginx/1.18.0,404,0,49202,None,Spring_Boot
BigIP,404,1,31611,F5_BIG_IP,Vue
nginx/1.18.0,403,1,8468,ModSecurity,Spring_Boot
Microsoft-IIS/10.0,500,1,1611,None,Node.js
AmazonS3,403,1,35752,AWS_WAF,Node.js
Apache/2.4.41 (Ubuntu),403,1,11392,ModSecurity,Django
Incapsula,404,1,13690,Imperva,ASP.NET
BIG-IP,500,1,6589,F5_BIG_IP,ASP.NET
Incapsula,403,1,14903,Imperva,Spring_Boot
AWS,302,1,10153,AWS_WAF,Vue
Apache/2.4.41 (Ubuntu),404,1,25771,ModSecurity,Spring_Boot
cloudflare,301,1,13947,Cloudflare,Django
Apache/2.4.41,302,0,23871,None,Vue
Sucuri/Cloudproxy,301,1,27980,Sucuri,Laravel
Sucuri/Cloudproxy,301,1,27033,Sucuri,Laravel
Apache/2.4.41,404,0,18108,None,ASP.NET
Incapsula,301,1,15989,Imperva,Vue
nginx/1.18.0,302,1,22915,ModSecurity,Unknown
Apache/2.4.41 (Ubuntu),403,1,19434,ModSecurity,WordPress
Incapsula,403,1,33839,Imperva,React
LiteSpeed,404,0,7254,None,Express
Incapsula,200,1,47907,Imperva,Express
Sucuri/Cloudproxy,404,1,27218,Sucuri,Django
nginx/1.18.0,403,1,32002,ModSecurity,ASP.NET
BigIP,302,1,13112,F5_BIG_IP,Unknown
Apache/2.4.41 (Ubuntu),301,1,11415,ModSecurity,WordPress
Incapsula,403,1,18230,Imperva,Express
cloudflare,403,1,46286,Cloudflare,Vue
cloudflare-nginx,404,1,47833,Cloudflare,Node.js
Incapsula,404,1,47235,Imperva,React
BigIP,301,1,39102,F5_BIG_IP,ASP.NET
BIG-IP,403,1,9470,F5_BIG_IP,Laravel
Sucuri/Cloudproxy,301,1,49424,Sucuri,React
AWS,500,1,42730,AWS_WAF,Django
cloudflare-nginx,500,1,28284,Cloudflare,Express
Apache/2.4.41 (Ubuntu),500,1,22002,ModSecurity,ASP.NET
nginx/1.18.0,404,1,25574,ModSecurity,Spring_Boot
cloudflare,403,1,34330,Cloudflare,Express
cloudflare,500,1,19075,Cloudflare,Spring_Boot
nginx/1.18.0,200,1,9594,ModSecurity,WordPress
nginx/1.18.0,302,0,1894,None,Unknown
CloudFront,403,1,3425,AWS_WAF,React
Incapsula,200,1,30731,Imperva,ASP.NET
cloudflare-nginx,403,1,23153,Cloudflare,ASP.NET
BigIP,403,1,40495,F5_BIG_IP,Laravel
cloudflare-nginx,301,1,24602,Cloudflare,React
Sucuri/Cloudproxy,500,1,9405,Sucuri,React
BigIP,302,1,45257,F5_BIG_IP,Express
BIG-IP,403,1,49883,F5_BIG_IP,WordPress
Microsoft-IIS/10.0,200,1,10388,None,Django
nginx/1.18.0,301,0,30141,None,Django
Sucuri/Cloudproxy,200,1,16882,Sucuri,Unknown
AWS,500,1,19871,AWS_WAF,Spring_Boot
Incapsula,403,1,7255,Imperva,Unknown
Incapsula,403,1,16310,Imperva,Express
nginx/1.18.0,404,1,23490,ModSecurity,Unknown
AWS,500,1,22535,AWS_WAF,Unknown
BigIP,403,1,25544,F5_BIG_IP,WordPress
cloudflare,302,1,3955,Cloudflare,Express
Apache/2.4.41,500,1,33091,None,Express
LiteSpeed,404,0,22941,None,WordPress
Apache/2.4.41 (Ubuntu),403,1,33980,ModSecurity,Django
Incapsula,404,1,36257,Imperva,Django
Incapsula,403,1,37468,Imperva,Unknown
Incapsula,403,1,17367,Imperva,WordPress
CloudFront,200,1,42849,AWS_WAF,Express
Sucuri/Cloudproxy,301,1,4507,Sucuri,Django
Sucuri/Cloudproxy,404,1,1240,Sucuri,Laravel
Incapsula,302,1,30847,Imperva,Django
cloudflare,200,1,41996,Cloudflare,React
nginx/1.18.0,200,1,48488,ModSecurity,Vue
Incapsula,403,1,41210,Imperva,Vue
Incapsula,403,1,2275,Imperva,Django
CloudFront,302,1,36220,AWS_WAF,Laravel
Sucuri/Cloudproxy,403,1,1554,Sucuri,Vue
Incapsula,301,1,3374,Imperva,Node.js
AmazonS3,403,1,42308,AWS_WAF,Django
Incapsula,403,1,31347,Imperva,Spring_Boot
nginx/1.18.0,301,0,40108,None,Spring_Boot
cloudflare-nginx,500,1,8328,Cloudflare,ASP.NET
Incapsula,200,1,33076,Imperva,Spring_Boot
AmazonS3,403,1,317,AWS_WAF,Express
Apache/2.4.41,301,0,17838,None,ASP.NET
LiteSpeed,404,0,49022,None,WordPress
BIG-IP,403,1,31166,F5_BIG_IP,Vue
Apache/2.4.41,301,0,23519,None,Spring_Boot
nginx/1.18.0,500,0,28031,None,ASP.NET
BigIP,301,1,45763,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,500,1,21761,Sucuri,WordPress
cloudflare-nginx,403,1,40625,Cloudflare,Express
nginx/1.18.0,403,1,25419,ModSecurity,Express
BIG-IP,404,1,2783,F5_BIG_IP,Spring_Boot
nginx/1.18.0,301,1,20215,ModSecurity,Unknown
BIG-IP,403,1,12136,F5_BIG_IP,Laravel
BigIP,301,1,25159,F5_BIG_IP,Spring_Boot
cloudflare,301,1,11572,Cloudflare,Unknown
Sucuri/Cloudproxy,500,1,28274,Sucuri,Node.js
Apache/2.4.41 (Ubuntu),500,1,4980,ModSecurity,ASP.NET
Incapsula,200,1,22538,Imperva,Vue
Incapsula,403,1,28274,Imperva,Node.js
Sucuri/Cloudproxy,500,1,8755,Sucuri,Express
CloudFront,404,1,25361,AWS_WAF,Spring_Boot
Sucuri/Cloudproxy,302,1,771,Sucuri,Vue
BIG-IP,403,1,46839,F5_BIG_IP,WordPress
Apache/2.4.41,301,0,31536,None,Django
BIG-IP,403,1,39044,F5_BIG_IP,ASP.NET
BigIP,500,1,15149,F5_BIG_IP,Unknown
Incapsula,403,1,23861,Imperva,Unknown
Microsoft-IIS/10.0,302,0,33928,None,Node.js
Incapsula,403,1,18808,Imperva,Unknown
BigIP,403,1,46465,F5_BIG_IP,Django
CloudFront,404,1,39201,AWS_WAF,Spring_Boot
Sucuri/Cloudproxy,403,1,35627,Sucuri,Express
BIG-IP,403,1,23532,F5_BIG_IP,Spring_Boot
AWS,301,1,902,AWS_WAF,WordPress
cloudflare-nginx,404,1,41679,Cloudflare,React
AmazonS3,403,1,49842,AWS_WAF,Vue
BIG-IP,403,1,164,F5_BIG_IP,Vue
Incapsula,301,1,26558,Imperva,ASP.NET
Microsoft-IIS/10.0,302,0,33444,None,Laravel
BIG-IP,500,1,153,F5_BIG_IP,Spring_Boot
Microsoft-IIS/10.0,301,1,2327,None,Spring_Boot
CloudFront,403,1,10947,AWS_WAF,Spring_Boot
cloudflare,404,1,36331,Cloudflare,Express
BigIP,403,1,1345,F5_BIG_IP,Django
Apache/2.4.41 (Ubuntu),403,1,15866,ModSecurity,Unknown
BIG-IP,403,1,38098,F5_BIG_IP,Django
cloudflare-nginx,302,1,15039,Cloudflare,ASP.NET
BIG-IP,403,1,25064,F5_BIG_IP,Spring_Boot
Sucuri/Cloudproxy,301,1,39459,Sucuri,Django
LiteSpeed,301,1,27868,None,Spring_Boot
nginx/1.18.0,301,1,32842,ModSecurity,Vue
Sucuri/Cloudproxy,500,1,29040,Sucuri,ASP.NET
Apache/2.4.41 (Ubuntu),404,1,12955,ModSecurity,ASP.NET
BigIP,403,1,27923,F5_BIG_IP,Node.js
Sucuri/Cloudproxy,500,1,11347,Sucuri,WordPress
CloudFront,404,1,24118,AWS_WAF,React
nginx/1.18.0,403,1,36662,ModSecurity,Node.js
Apache/2.4.41 (Ubuntu),500,1,37583,ModSecurity,React
BIG-IP,403,1,35374,F5_BIG_IP,Vue
Incapsula,404,1,2104,Imperva,Express
Sucuri/Cloudproxy,500,1,32035,Sucuri,Express
Incapsula,302,1,31439,Imperva,Unknown
Sucuri/Cloudproxy,200,1,30607,Sucuri,ASP.NET
Microsoft-IIS/10.0,500,0,22599,None,WordPress
AmazonS3,404,1,33413,AWS_WAF,Express
Sucuri/Cloudproxy,403,1,4681,Sucuri,Unknown
AWS,200,1,17345,AWS_WAF,ASP.NET
Incapsula,403,1,30467,Imperva,Unknown
Microsoft-IIS/10.0,404,0,37748,None,Django
BigIP,200,1,16570,F5_BIG_IP,React
cloudflare-nginx,403,1,594,Cloudflare,Django
BigIP,403,1,15724,F5_BIG_IP,WordPress
BIG-IP,301,1,41817,F5_BIG_IP,Laravel
BIG-IP,404,1,18710,F5_BIG_IP,Express
Microsoft-IIS/10.0,200,1,37203,None,Laravel
Sucuri/Cloudproxy,302,1,38343,Sucuri,WordPress
cloudflare-nginx,403,1,32230,Cloudflare,WordPress
cloudflare,403,1,45989,Cloudflare,Vue
Apache/2.4.41,500,0,22711,None,Unknown
Incapsula,404,1,4959,Imperva,ASP.NET
Sucuri/Cloudproxy,200,1,18501,Sucuri,Unknown
nginx/1.18.0,302,0,31469,None,WordPress
BIG-IP,302,1,24306,F5_BIG_IP,Unknown
BigIP,404,1,12536,F5_BIG_IP,Spring_Boot
cloudflare-nginx,200,1,13624,Cloudflare,WordPress
Sucuri/Cloudproxy,302,1,49671,Sucuri,Spring_Boot
cloudflare,302,1,35017,Cloudflare,Express
CloudFront,500,1,19259,AWS_WAF,ASP.NET
Incapsula,403,1,37774,Imperva,Spring_Boot
nginx/1.18.0,404,1,49045,ModSecurity,React
BIG-IP,302,1,39225,F5_BIG_IP,Django
cloudflare-nginx,301,1,43798,Cloudflare,Express
Incapsula,500,1,46760,Imperva,Express
Incapsula,403,1,4730,Imperva,ASP.NET
Sucuri/Cloudproxy,403,1,5547,Sucuri,Unknown
BigIP,404,1,28870,F5_BIG_IP,Unknown
nginx/1.18.0,403,1,6269,ModSecurity,ASP.NET
