framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
ASP.NET,Cloudflare,ffuf,common.txt,.php,15,981
WordPress,None,gobuster,cms-wordpress.txt,.php,38,0
ASP.NET,None,feroxbuster,common.txt,none,31,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,14,611
Spring_Boot,None,gobuster,common.txt,".bak,.old,.swp",24,0
ASP.NET,None,gobuster,common.txt,none,47,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,.html,24,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,7,831
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,25,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,39,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,.php,11,729
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,none,36,0
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,44,0
React,Cloudflare,ffuf,common.txt,.php,14,892
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,10,879
ASP.NET,AWS_WAF,ffuf,common.txt,.php,14,557
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,367
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,7,557
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,6,269
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,13,680
React,Sucuri,gobuster,common.txt,.html,37,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,5,239
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",49,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",6,727
Vue,None,gobuster,common.txt,.html,38,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,5,284
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,none,13,754
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,312
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,40,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,15,819
Vue,ModSecurity,gobuster,common.txt,".bak,.old,.swp",23,0
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Spring_Boot,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",28,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,50,0
Vue,None,gobuster,common.txt,".bak,.old,.swp",30,0
Vue,Sucuri,gobuster,common.txt,.html,31,0
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,.html,40,0
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,47,0
ASP.NET,Cloudflare,ffuf,common.txt,.html,14,863
React,F5_BIG_IP,gobuster,common.txt,none,22,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,41,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,39,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,12,816
Spring_Boot,Sucuri,gobuster,common.txt,.php,30,0
ASP.NET,AWS_WAF,ffuf,common.txt,.php,10,476
Vue,Imperva,ffuf,common.txt,.html,8,978
ASP.NET,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",38,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,31,0
Vue,AWS_WAF,ffuf,common.txt,.php,13,977
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,26,0
Express,Imperva,ffuf,common.txt,.php,6,754
Laravel,Imperva,ffuf,api-endpoints.txt,.json,5,284
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,26,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",12,854
Unknown,None,feroxbuster,common.txt,.html,38,0
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",13,409
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,29,0
React,Sucuri,gobuster,common.txt,".bak,.old,.swp",38,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,27,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,6,952
ASP.NET,AWS_WAF,ffuf,common.txt,none,10,734
WordPress,None,feroxbuster,cms-wordpress.txt,.php,42,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,390
Node.js,None,gobuster,api-endpoints.txt,.json,26,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,11,372
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,43,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",5,253
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,43,0
Vue,Imperva,ffuf,common.txt,.php,9,669
Spring_Boot,Sucuri,feroxbuster,common.txt,none,36,0
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,.php,7,320
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,11,492
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,5,639
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,.html,46,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,14,480
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,31,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,28,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,23,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,10,442
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,35,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,14,471
Django,Cloudflare,ffuf,api-endpoints.txt,.json,15,786
Unknown,Imperva,ffuf,common.txt,.php,9,462
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,6,502
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,39,0
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,36,0
Unknown,Sucuri,gobuster,common.txt,.html,21,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.html,36,0
Express,F5_BIG_IP,feroxbuster,common.txt,.html,46,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,48,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",49,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,15,303
Django,Cloudflare,ffuf,api-endpoints.txt,.json,8,800
Express,None,feroxbuster,common.txt,.php,37,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,none,15,845
Unknown,None,gobuster,common.txt,.php,50,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,5,583
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,44,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",11,530
Spring_Boot,None,feroxbuster,common.txt,.html,45,0
Vue,None,gobuster,directory-list-2.3-medium.txt,.php,35,0
Vue,Sucuri,feroxbuster,common.txt,none,21,0
Node.js,None,gobuster,api-endpoints.txt,.json,34,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,13,910
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,12,763
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.html,24,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",30,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,15,691
ASP.NET,ModSecurity,gobuster,common.txt,.html,24,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,5,248
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,14,700
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,.html,27,0
Unknown,Sucuri,feroxbuster,common.txt,.html,50,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,7,828
Django,Cloudflare,ffuf,api-endpoints.txt,.json,11,336
Express,ModSecurity,gobuster,common.txt,none,27,0
Vue,Sucuri,gobuster,common.txt,.html,26,0
ASP.NET,Cloudflare,ffuf,common.txt,none,13,760
Spring_Boot,AWS_WAF,ffuf,common.txt,.html,7,952
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,46,0
Node.js,None,gobuster,api-endpoints.txt,.json,44,0
Unknown,ModSecurity,gobuster,common.txt,none,41,0
React,None,feroxbuster,directory-list-2.3-medium.txt,none,46,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,9,604
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.html,30,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,10,419
Express,Sucuri,feroxbuster,common.txt,none,23,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,12,982
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,31,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,40,0
Unknown,F5_BIG_IP,feroxbuster,common.txt,.html,39,0
React,Sucuri,gobuster,common.txt,none,38,0
Spring_Boot,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,35,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,9,800
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,37,0
Express,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",48,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,5,281
Spring_Boot,Imperva,ffuf,common.txt,".bak,.old,.swp",6,822
Vue,Sucuri,gobuster,common.txt,.html,35,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,36,0
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",30,0
Unknown,AWS_WAF,ffuf,common.txt,.html,15,684
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,32,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,none,34,0
Unknown,Sucuri,gobuster,common.txt,.html,26,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,718
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,7,894
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,43,0
React,Cloudflare,ffuf,common.txt,none,6,875
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,21,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,7,768
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,10,912
Vue,None,gobuster,common.txt,.html,44,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,8,390
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,7,376
WordPress,None,gobuster,cms-wordpress.txt,.php,42,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,21,0
Node.js,None,gobuster,api-endpoints.txt,.json,31,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",36,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,27,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.html,10,395
Laravel,None,feroxbuster,api-endpoints.txt,.json,48,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,6,328
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,27,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,11,224
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",28,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,37,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,44,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,45,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,14,406
Spring_Boot,ModSecurity,feroxbuster,common.txt,.php,36,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,7,883
React,Sucuri,feroxbuster,common.txt,none,23,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,898
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,463
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,11,434
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,20,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,49,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,48,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,10,612
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,498
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,47,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,9,816
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,15,366
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,14,772
React,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",36,0
ASP.NET,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
Django,None,gobuster,api-endpoints.txt,.json,23,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,40,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,47,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,8,803
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,30,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,34,0
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.html,44,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.html,34,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",33,0
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",47,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",6,220
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,29,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,15,342
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,10,686
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,48,0
Unknown,Sucuri,feroxbuster,common.txt,.html,40,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,302
Unknown,F5_BIG_IP,gobuster,common.txt,none,21,0
Laravel,None,gobuster,api-endpoints.txt,.json,26,0
Vue,F5_BIG_IP,feroxbuster,common.txt,none,50,0
Express,None,gobuster,directory-list-2.3-medium.txt,none,32,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,9,470
Express,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",20,0
Express,F5_BIG_IP,gobuster,common.txt,.php,27,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,10,410
Spring_Boot,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,34,0
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,45,0
Spring_Boot,Imperva,ffuf,common.txt,.php,8,702
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,41,0
Express,F5_BIG_IP,feroxbuster,common.txt,.php,27,0
Unknown,Sucuri,feroxbuster,common.txt,.html,41,0
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,34,0
WordPress,None,gobuster,cms-wordpress.txt,.php,23,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,14,832
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,14,573
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",23,0
Vue,None,feroxbuster,directory-list-2.3-medium.txt,none,26,0
Spring_Boot,Cloudflare,ffuf,common.txt,.php,6,789
Unknown,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,38,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,13,777
Express,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",50,0
Laravel,None,gobuster,api-endpoints.txt,.json,25,0
Unknown,Imperva,ffuf,common.txt,none,10,892
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,37,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",6,882
React,Sucuri,gobuster,directory-list-2.3-medium.txt,none,34,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",12,522
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,8,986
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,10,402
Node.js,Imperva,ffuf,api-endpoints.txt,.json,13,704
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,43,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,48,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,25,0
WordPress,None,gobuster,cms-wordpress.txt,.php,32,0
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",45,0
Vue,None,feroxbuster,common.txt,.php,45,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,.html,13,349
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,46,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,36,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,45,0
ASP.NET,ModSecurity,feroxbuster,common.txt,.php,22,0
Express,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,22,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,46,0
Express,Cloudflare,ffuf,common.txt,.php,8,809
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,29,0
ASP.NET,Imperva,ffuf,common.txt,".bak,.old,.swp",8,715
Unknown,None,feroxbuster,common.txt,.php,38,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,31,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",48,0
Unknown,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",41,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,28,0
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,32,0
Express,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,41,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,15,640
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,24,0
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,5,760
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,7,797
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,36,0
React,None,feroxbuster,directory-list-2.3-medium.txt,none,25,0
Spring_Boot,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",50,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,22,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,12,435
Express,Sucuri,gobuster,directory-list-2.3-medium.txt,none,29,0
React,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,45,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,596
Django,Cloudflare,ffuf,api-endpoints.txt,.json,11,338
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,13,281
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,40,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,6,905
Django,None,gobuster,api-endpoints.txt,.json,31,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,32,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,313
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,12,838
Django,Sucuri,gobuster,api-endpoints.txt,.json,20,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,26,0
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,47,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,13,959
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,6,290
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,.html,49,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,6,884
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",34,0
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",9,522
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,7,429
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
Express,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",13,496
ASP.NET,Cloudflare,ffuf,common.txt,.html,8,299
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,22,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",46,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,49,0
Spring_Boot,Cloudflare,ffuf,common.txt,none,12,999
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,39,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,14,770
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,14,877
Django,Imperva,ffuf,api-endpoints.txt,.json,11,516
Vue,None,gobuster,common.txt,none,33,0
Vue,Cloudflare,ffuf,common.txt,none,14,713
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",31,0
ASP.NET,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",47,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,33,0
Express,F5_BIG_IP,feroxbuster,common.txt,none,20,0
Unknown,AWS_WAF,ffuf,common.txt,.php,11,663
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,22,0
ASP.NET,None,feroxbuster,common.txt,".bak,.old,.swp",31,0
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,45,0
React,ModSecurity,gobuster,common.txt,none,21,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,6,843
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,9,233
Django,Sucuri,gobuster,api-endpoints.txt,.json,26,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,15,775
Express,None,feroxbuster,common.txt,.html,21,0
Vue,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.php,39,0
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,6,210
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,35,0
Unknown,ModSecurity,feroxbuster,common.txt,.php,47,0
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",41,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,9,269
Django,Sucuri,feroxbuster,api-endpoints.txt,.json,36,0
ASP.NET,AWS_WAF,ffuf,common.txt,.html,13,774
Unknown,ModSecurity,gobuster,common.txt,none,47,0
Django,Imperva,ffuf,api-endpoints.txt,.json,14,230
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,39,0
Unknown,Cloudflare,ffuf,common.txt,.html,10,479
Express,Imperva,ffuf,common.txt,.html,8,348
Express,Cloudflare,ffuf,common.txt,".bak,.old,.swp",8,714
React,None,gobuster,directory-list-2.3-medium.txt,none,30,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.php,15,292
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,8,237
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,8,620
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,11,370
Laravel,None,feroxbuster,api-endpoints.txt,.json,20,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,8,860
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,12,577
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,36,0
React,ModSecurity,gobuster,common.txt,".bak,.old,.swp",36,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,13,531
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,13,304
Express,None,gobuster,common.txt,".bak,.old,.swp",42,0
Spring_Boot,ModSecurity,feroxbuster,common.txt,.php,33,0
Spring_Boot,ModSecurity,gobuster,common.txt,.php,37,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,9,954
React,Cloudflare,ffuf,common.txt,.html,11,709
Unknown,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",12,890
ASP.NET,Sucuri,gobuster,common.txt,none,30,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,42,0
Unknown,Cloudflare,ffuf,common.txt,none,12,496
Laravel,Imperva,ffuf,api-endpoints.txt,.json,10,247
Unknown,None,gobuster,common.txt,.php,32,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,15,204
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",13,902
Vue,Cloudflare,ffuf,common.txt,none,13,909
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,14,475
ASP.NET,Cloudflare,ffuf,common.txt,none,15,231
Express,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,33,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,47,0
Vue,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",20,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,414
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,41,0
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,12,262
Spring_Boot,Imperva,ffuf,common.txt,".bak,.old,.swp",9,714
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",5,241
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,250
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,9,798
Express,AWS_WAF,ffuf,common.txt,.php,13,945
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,43,0
ASP.NET,ModSecurity,feroxbuster,common.txt,none,36,0
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,37,0
React,Imperva,ffuf,common.txt,.php,7,705
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,23,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,15,853
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,12,996
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,7,803
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,48,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",40,0
ASP.NET,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",12,368
Django,None,feroxbuster,api-endpoints.txt,.json,25,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,13,789
